Datetime,DOM_MW
2005-12-31 01:00:00,0.39886263359152857
2006-12-31 01:00:00,0.38327286988920484
2006-12-30 01:00:00,0.40695166192764
2006-12-29 01:00:00,0.4023433669967644
2006-12-28 01:00:00,0.43357191881557017
2006-12-27 01:00:00,0.3700362780664771
2006-12-26 01:00:00,0.3245906461417786
2006-12-25 01:00:00,0.3933718992058045
2006-12-24 01:00:00,0.3588096872242377
2006-12-23 01:00:00,0.33709187175213257
2006-12-22 01:00:00,0.3643984704382783
2006-12-21 01:00:00,0.42670850083341505
2006-12-20 01:00:00,0.42249240121580545
2006-12-19 01:00:00,0.3275811354054319
2006-12-18 01:00:00,0.3318462594371997
2006-12-17 01:00:00,0.40685361309932344
2006-12-16 01:00:00,0.3634670065692715
2006-12-15 01:00:00,0.35900578488087065
2006-12-14 01:00:00,0.36243749387194824
2006-12-13 01:00:00,0.3714089616629081
2006-12-12 01:00:00,0.4125894695558388
2006-12-11 01:00:00,0.4026375134817139
2006-12-10 01:00:00,0.48896950681439355
2006-12-09 01:00:00,0.557260515736837
2006-12-08 01:00:00,0.4987743896460437
2006-12-07 01:00:00,0.378615550544171
2006-12-06 01:00:00,0.48195901558976373
2006-12-05 01:00:00,0.48445926071183454
2006-12-04 01:00:00,0.37817433081674673
2006-12-03 01:00:00,0.3768016472203157
2006-12-02 01:00:00,0.31708991077556625
2006-12-01 01:00:00,0.31189332287479166
2006-11-30 01:00:00,0.31797235023041476
2006-11-29 01:00:00,0.3305716246690852
2006-11-28 01:00:00,0.3526326110402981
2006-11-27 01:00:00,0.3504265124031768
2006-11-26 01:00:00,0.3708206686930091
2006-11-25 01:00:00,0.37454652416903617
2006-11-24 01:00:00,0.3478282184527895
2006-11-23 01:00:00,0.39459750955976075
2006-11-22 01:00:00,0.3996470242180606
2006-11-21 01:00:00,0.41151093244435727
2006-11-20 01:00:00,0.3718501813903324
2006-11-19 01:00:00,0.37905677027159523
2006-11-18 01:00:00,0.3539072458084126
2006-11-17 01:00:00,0.31071673693499363
2006-11-16 01:00:00,0.31336405529953915
2006-11-15 01:00:00,0.3114521031473674
2006-11-14 01:00:00,0.32635552505147564
2006-11-13 01:00:00,0.3361113834689675
2006-11-12 01:00:00,0.29963721933522897
2006-11-11 01:00:00,0.30159819590155895
2006-11-10 01:00:00,0.3036572212962055
2006-11-09 01:00:00,0.30331405039709775
2006-11-08 01:00:00,0.3221394254338661
2006-11-07 01:00:00,0.3607706637905677
2006-11-06 01:00:00,0.38680262770859886
2006-11-05 01:00:00,0.43308167467398767
2006-11-04 01:00:00,0.4301402098244926
2006-11-03 01:00:00,0.3543974899499951
2006-11-02 01:00:00,0.3009608785175017
2006-11-01 01:00:00,0.29591136385920186
2006-10-31 01:00:00,0.3086577115403471
2006-10-30 01:00:00,0.32096283949406806
2006-10-29 01:00:00,0.33630748112560055
2006-10-28 02:00:00,0.3164035689773507
2006-10-27 02:00:00,0.3269928424355329
2006-10-26 02:00:00,0.3729287185018139
2006-10-25 02:00:00,0.3726345720168644
